uniqID,strain,cmpd,dose,time,rep,value,peptides
g0008,WT,drugB,20,24,3,571.8884,
g0008,WT,drugB,40,24,1,522.1736,
g0008,WT,drugB,40,24,2,569.5275,
g0008,WT,drugB,40,24,3,515.9145,
g0008,WT,drugB,80,24,1,573.1651,
g0008,WT,drugB,80,24,2,563.6689,
g0008,WT,drugB,80,24,3,643.6721,
g0008,WT,DMSO,0,24,1,633.6817,
g0008,WT,DMSO,0,24,2,551.1951,
g0008,WT,DMSO,0,24,3,534.6768,
g0008,mutant,drugA,1.25,0,1,698.4551,
g0008,mutant,drugA,1.25,0,2,698.0048,
g0008,mutant,drugA,1.25,0,3,507.1055,
g0008,mutant,drugA,2.5,0,1,528.5139,
g0008,mutant,drugA,2.5,0,2,735.8899,
g0008,mutant,drugA,2.5,0,3,607.4493,
g0008,mutant,drugA,5,0,1,491.845,
g0008,mutant,drugA,5,0,2,650.7725,
g0008,mutant,drugA,5,0,3,607.6486,
g0008,mutant,drugA,10,0,1,623.2399,
g0008,mutant,drugA,10,0,2,576.1739,
g0008,mutant,drugA,10,0,3,712.5912,
g0008,mutant,drugA,20,0,1,698.0769,
g0008,mutant,drugA,20,0,2,691.2396,
g0008,mutant,drugA,20,0,3,464.3259,
g0008,mutant,drugA,40,0,1,658.7092,
g0008,mutant,drugA,40,0,2,555.4402,
g0008,mutant,drugA,40,0,3,577.1782,
g0008,mutant,drugA,80,0,1,595.3728,
g0008,mutant,drugA,80,0,2,615.0394,
g0008,mutant,drugA,80,0,3,609.315,
g0008,mutant,drugB,1.25,0,1,608.8172,
g0008,mutant,drugB,1.25,0,2,760.2491,
g0008,mutant,drugB,1.25,0,3,560.9926,
g0008,mutant,drugB,2.5,0,1,655.7837,
g0008,mutant,drugB,2.5,0,2,605.6746,
g0008,mutant,drugB,2.5,0,3,623.1306,
g0008,mutant,drugB,5,0,1,681.4465,
g0008,mutant,drugB,5,0,3,660.2007,
g0008,mutant,drugB,10,0,1,556.6959,
g0008,mutant,drugB,10,0,2,623.253,
g0008,mutant,drugB,10,0,3,521.1787,
g0008,mutant,drugB,20,0,1,649.3238,
g0008,mutant,drugB,20,0,2,710.1691,
g0008,mutant,drugB,20,0,3,653.32,
g0008,mutant,drugB,40,0,1,580.1854,
g0008,mutant,drugB,40,0,2,689.9293,
g0008,mutant,drugB,40,0,3,577.6861,
g0008,mutant,drugB,80,0,1,646.7587,
g0008,mutant,drugB,80,0,2,632.9709,
g0008,mutant,drugB,80,0,3,621.5583,
g0008,mutant,DMSO,0,0,1,584.9672,
g0008,mutant,DMSO,0,0,2,707.5663,
g0008,mutant,DMSO,0,0,3,592.717,
g0008,mutant,drugA,1.25,2,1,585.9722,
g0008,mutant,drugA,1.25,2,2,556.5277,
g0008,mutant,drugA,1.25,2,3,626.9373,
g0008,mutant,drugA,2.5,2,1,664.7037,
g0008,mutant,drugA,2.5,2,2,613.4047,
g0008,mutant,drugA,2.5,2,3,619.6996,
g0008,mutant,drugA,5,2,1,605.7666,
g0008,mutant,drugA,5,2,2,623.3851,
g0008,mutant,drugA,5,2,3,593.6566,
g0008,mutant,drugA,10,2,1,655.1851,
g0008,mutant,drugA,10,2,2,487.9632,
g0008,mutant,drugA,10,2,3,647.9933,
g0008,mutant,drugA,20,2,1,612.0451,
g0008,mutant,drugA,20,2,2,524.7798,
g0008,mutant,drugA,20,2,3,556.5494,
g0008,mutant,drugA,40,2,1,585.6604,
g0008,mutant,drugA,40,2,2,612.808,
g0008,mutant,drugA,40,2,3,606.7898,
g0008,mutant,drugA,80,2,1,569.8973,
g0008,mutant,drugA,80,2,2,608.8967,
g0008,mutant,drugA,80,2,3,652.7399,
g0008,mutant,drugB,1.25,2,1,689.5497,
g0008,mutant,drugB,1.25,2,2,503.2991,
g0008,mutant,drugB,1.25,2,3,748.6337,
g0008,mutant,drugB,2.5,2,1,583.8445,
g0008,mutant,drugB,2.5,2,2,718.7519,
g0008,mutant,drugB,2.5,2,3,701.4403,
g0008,mutant,drugB,5,2,1,544.808,
g0008,mutant,drugB,5,2,2,679.6342,
g0008,mutant,drugB,5,2,3,631.8351,
g0008,mutant,drugB,10,2,1,541.5292,
g0008,mutant,drugB,10,2,2,582.1937,
g0008,mutant,drugB,10,2,3,725.4289,
g0008,mutant,drugB,20,2,1,583.1557,
g0008,mutant,drugB,20,2,2,736.0651,
g0008,mutant,drugB,20,2,3,592.6805,
g0008,mutant,drugB,40,2,1,702.9532,
g0008,mutant,drugB,40,2,2,545.2437,
g0008,mutant,drugB,40,2,3,667.817,
g0008,mutant,drugB,80,2,1,699.6265,
g0008,mutant,drugB,80,2,2,555.2653,
g0008,mutant,drugB,80,2,3,619.8381,
g0008,mutant,DMSO,0,2,1,617.5336,
g0008,mutant,DMSO,0,2,2,712.8558,
g0008,mutant,DMSO,0,2,3,644.4309,
g0008,mutant,drugA,1.25,4,1,702.0748,
g0008,mutant,drugA,1.25,4,2,639.8725,
g0008,mutant,drugA,1.25,4,3,513.0913,
g0008,mutant,drugA,2.5,4,1,691.1689,
g0008,mutant,drugA,2.5,4,2,585.7209,
g0008,mutant,drugA,2.5,4,3,581.3765,
g0008,mutant,drugA,5,4,1,507.3953,
g0008,mutant,drugA,5,4,2,574.563,
g0008,mutant,drugA,5,4,3,604.082,
g0008,mutant,drugA,10,4,1,495.1968,
g0008,mutant,drugA,10,4,2,611.3224,
g0008,mutant,drugA,10,4,3,646.5802,
g0008,mutant,drugA,20,4,1,660.6774,
g0008,mutant,drugA,20,4,2,656.0214,
g0008,mutant,drugA,20,4,3,557.3387,
g0008,mutant,drugA,40,4,1,546.5905,
g0008,mutant,drugA,40,4,2,609.3487,
g0008,mutant,drugA,40,4,3,633.0947,
g0008,mutant,drugA,80,4,1,760.2789,
g0008,mutant,drugA,80,4,2,756.6229,
g0008,mutant,drugA,80,4,3,669.066,
g0008,mutant,drugB,1.25,4,1,611.8757,
g0008,mutant,drugB,1.25,4,2,686.762,
g0008,mutant,drugB,1.25,4,3,639.51,
g0008,mutant,drugB,2.5,4,1,552.4991,
g0008,mutant,drugB,2.5,4,2,621.8371,
g0008,mutant,drugB,2.5,4,3,675.5136,
g0008,mutant,drugB,5,4,1,635.172,
g0008,mutant,drugB,5,4,2,668.0467,
g0008,mutant,drugB,5,4,3,660.7272,
g0008,mutant,drugB,10,4,1,656.7654,
g0008,mutant,drugB,10,4,2,751.8663,
g0008,mutant,drugB,10,4,3,670.1778,
g0008,mutant,drugB,20,4,1,662.5259,
g0008,mutant,drugB,20,4,2,594.8808,
g0008,mutant,drugB,20,4,3,599.715,
g0008,mutant,drugB,40,4,1,660.1825,
g0008,mutant,drugB,40,4,2,682.6816,
g0008,mutant,drugB,80,4,1,659.8287,
g0008,mutant,drugB,80,4,2,732.4997,
g0008,mutant,drugB,80,4,3,656.0447,
g0008,mutant,DMSO,0,4,1,701.1649,
g0008,mutant,DMSO,0,4,2,616.0878,
g0008,mutant,DMSO,0,4,3,577.5067,
g0008,mutant,drugA,1.25,8,1,561.9375,
g0008,mutant,drugA,1.25,8,2,710.6082,
g0008,mutant,drugA,1.25,8,3,637.9017,
g0008,mutant,drugA,2.5,8,1,731.8804,
g0008,mutant,drugA,2.5,8,2,683.1063,
g0008,mutant,drugA,2.5,8,3,596.0427,
g0008,mutant,drugA,5,8,1,653.5132,
g0008,mutant,drugA,5,8,2,535.488,
g0008,mutant,drugA,5,8,3,552.7048,
g0008,mutant,drugA,10,8,1,604.8914,
g0008,mutant,drugA,10,8,2,559.154,
g0008,mutant,drugA,10,8,3,721.6784,
g0008,mutant,drugA,20,8,1,540.1686,
g0008,mutant,drugA,20,8,2,601.4734,
g0008,mutant,drugA,20,8,3,552.0918,
g0008,mutant,drugA,40,8,1,667.337,
g0008,mutant,drugA,40,8,2,615.7443,
g0008,mutant,drugA,40,8,3,696.5948,
g0008,mutant,drugA,80,8,1,625.1496,
g0008,mutant,drugA,80,8,2,620.3279,
g0008,mutant,drugA,80,8,3,677.1973,
g0008,mutant,drugB,1.25,8,1,674.8313,
g0008,mutant,drugB,1.25,8,2,672.5392,
g0008,mutant,drugB,1.25,8,3,631.7874,
g0008,mutant,drugB,2.5,8,1,741.8999,
g0008,mutant,drugB,2.5,8,2,589.3071,
g0008,mutant,drugB,2.5,8,3,576.1449,
g0008,mutant,drugB,5,8,1,576.401,
g0008,mutant,drugB,5,8,2,676.8078,
g0008,mutant,drugB,5,8,3,736.9179,
g0008,mutant,drugB,10,8,1,595.708,
g0008,mutant,drugB,10,8,2,623.8737,
g0008,mutant,drugB,10,8,3,526.0777,
g0008,mutant,drugB,20,8,1,643.704,
g0008,mutant,drugB,20,8,2,604.4544,
g0008,mutant,drugB,20,8,3,561.0468,
g0008,mutant,drugB,40,8,1,559.8967,
g0008,mutant,drugB,40,8,2,676.4833,
g0008,mutant,drugB,40,8,3,575.3041,
g0008,mutant,drugB,80,8,2,659.182,
g0008,mutant,drugB,80,8,3,664.2164,
g0008,mutant,DMSO,0,8,1,556.2454,
g0008,mutant,DMSO,0,8,2,723.7511,
g0008,mutant,DMSO,0,8,3,709.0329,
g0008,mutant,drugA,1.25,16,1,668.9815,
g0008,mutant,drugA,1.25,16,2,627.3052,
g0008,mutant,drugA,1.25,16,3,611.8592,
g0008,mutant,drugA,2.5,16,1,578.0275,
g0008,mutant,drugA,2.5,16,2,530.3464,
g0008,mutant,drugA,2.5,16,3,688.95,
g0008,mutant,drugA,5,16,1,613.7868,
g0008,mutant,drugA,5,16,2,636.5274,
g0008,mutant,drugA,5,16,3,582.3163,
g0008,mutant,drugA,10,16,1,563.2066,
g0008,mutant,drugA,10,16,2,655.4755,
g0008,mutant,drugA,10,16,3,639.6227,
g0008,mutant,drugA,20,16,2,668.243,
g0008,mutant,drugA,20,16,3,581.5652,
g0008,mutant,drugA,40,16,1,574.3367,
g0008,mutant,drugA,40,16,2,677.5903,
g0008,mutant,drugA,40,16,3,668.607,
g0008,mutant,drugA,80,16,1,586.4006,
g0008,mutant,drugA,80,16,2,713.049,
g0008,mutant,drugA,80,16,3,605.4027,
g0008,mutant,drugB,1.25,16,1,582.5522,
g0008,mutant,drugB,1.25,16,2,468.9896,
g0008,mutant,drugB,1.25,16,3,614.7791,
g0008,mutant,drugB,2.5,16,1,667.3097,
g0008,mutant,drugB,2.5,16,2,603.343,
g0008,mutant,drugB,2.5,16,3,705.0764,
g0008,mutant,drugB,5,16,1,634.0731,
g0008,mutant,drugB,5,16,2,541.4455,
g0008,mutant,drugB,5,16,3,618.3511,
g0008,mutant,drugB,10,16,1,771.4061,
g0008,mutant,drugB,10,16,2,545.728,
g0008,mutant,drugB,10,16,3,722.9661,
g0008,mutant,drugB,20,16,1,568.7353,
g0008,mutant,drugB,20,16,2,572.4528,
g0008,mutant,drugB,20,16,3,548.3636,
g0008,mutant,drugB,40,16,1,551.477,
g0008,mutant,drugB,40,16,2,605.4555,
g0008,mutant,drugB,40,16,3,691.7955,
g0008,mutant,drugB,80,16,1,591.8002,
g0008,mutant,drugB,80,16,2,633.261,
g0008,mutant,drugB,80,16,3,781.8208,
g0008,mutant,DMSO,0,16,1,577.8428,
g0008,mutant,DMSO,0,16,2,658.7311,
g0008,mutant,DMSO,0,16,3,579.5473,
g0008,mutant,drugA,1.25,24,1,635.1404,
g0008,mutant,drugA,1.25,24,2,636.6837,
g0008,mutant,drugA,2.5,24,1,572.3003,
g0008,mutant,drugA,2.5,24,2,591.1481,
g0008,mutant,drugA,2.5,24,3,658.3838,
g0008,mutant,drugA,5,24,1,669.1532,
g0008,mutant,drugA,5,24,2,638.5916,
g0008,mutant,drugA,5,24,3,587.1673,
g0008,mutant,drugA,10,24,1,533.4684,
g0008,mutant,drugA,10,24,2,593.8536,
g0008,mutant,drugA,10,24,3,636.8279,
g0008,mutant,drugA,20,24,1,631.0139,
g0008,mutant,drugA,20,24,2,667.0394,
g0008,mutant,drugA,20,24,3,629.4694,
g0008,mutant,drugA,40,24,1,541.6042,
g0008,mutant,drugA,40,24,2,593.3554,
g0008,mutant,drugA,40,24,3,630.2142,
g0008,mutant,drugA,80,24,1,683.5364,
g0008,mutant,drugA,80,24,2,634.5024,
g0008,mutant,drugA,80,24,3,720.7377,
g0008,mutant,drugB,1.25,24,1,523.9761,
g0008,mutant,drugB,1.25,24,2,507.8425,
g0008,mutant,drugB,1.25,24,3,561.0756,
g0008,mutant,drugB,2.5,24,1,545.8765,
g0008,mutant,drugB,2.5,24,2,596.9834,
g0008,mutant,drugB,2.5,24,3,552.9569,
g0008,mutant,drugB,5,24,1,644.9566,
g0008,mutant,drugB,5,24,2,630.1231,
g0008,mutant,drugB,5,24,3,626.5546,
g0008,mutant,drugB,10,24,1,520.7617,
g0008,mutant,drugB,10,24,2,558.0845,
g0008,mutant,drugB,10,24,3,573.7464,
g0008,mutant,drugB,20,24,1,692.5238,
g0008,mutant,drugB,20,24,2,686.3073,
g0008,mutant,drugB,20,24,3,635.3399,
g0008,mutant,drugB,40,24,1,724.519,
g0008,mutant,drugB,40,24,2,472.8809,
g0008,mutant,drugB,40,24,3,609.9706,
g0008,mutant,drugB,80,24,1,665.6164,
g0008,mutant,drugB,80,24,2,639.0031,
g0008,mutant,drugB,80,24,3,678.6027,
g0008,mutant,DMSO,0,24,1,612.4831,
g0008,mutant,DMSO,0,24,2,649.5713,
g0008,mutant,DMSO,0,24,3,581.7261,
g0009,WT,drugA,1.25,0,1,567.9567,
g0009,WT,drugA,1.25,0,2,411.6513,
g0009,WT,drugA,1.25,0,3,422.9904,
g0009,WT,drugA,2.5,0,1,482.4528,
g0009,WT,drugA,2.5,0,2,467.7705,
g0009,WT,drugA,2.5,0,3,449.7401,
g0009,WT,drugA,5,0,1,465.6849,
g0009,WT,drugA,5,0,2,449.4755,
g0009,WT,drugA,5,0,3,463.3812,
g0009,WT,drugA,10,0,1,467.3941,
g0009,WT,drugA,10,0,2,448.5492,
g0009,WT,drugA,10,0,3,480.0534,
g0009,WT,drugA,20,0,1,391.0735,
g0009,WT,drugA,20,0,2,419.3196,
g0009,WT,drugA,20,0,3,437.1245,
g0009,WT,drugA,40,0,1,385.8642,
g0009,WT,drugA,40,0,2,514.0159,
g0009,WT,drugA,40,0,3,563.5251,
g0009,WT,drugA,80,0,1,451.4015,
g0009,WT,drugA,80,0,2,492.9412,
g0009,WT,drugA,80,0,3,452.9359,
g0009,WT,drugB,1.25,0,1,479.7554,
g0009,WT,drugB,1.25,0,2,442.8767,
g0009,WT,drugB,1.25,0,3,444.5031,
g0009,WT,drugB,2.5,0,2,395.7204,
g0009,WT,drugB,2.5,0,3,408.1855,
g0009,WT,drugB,5,0,1,513.2319,
g0009,WT,drugB,5,0,2,493.2671,
g0009,WT,drugB,5,0,3,416.7358,
g0009,WT,drugB,10,0,1,396.2864,
g0009,WT,drugB,10,0,2,521.1077,
g0009,WT,drugB,10,0,3,426.7401,
g0009,WT,drugB,20,0,1,480.7964,
g0009,WT,drugB,20,0,2,497.2378,
g0009,WT,drugB,20,0,3,443.2186,
g0009,WT,drugB,40,0,1,461.8053,
g0009,WT,drugB,40,0,2,492.4716,
g0009,WT,drugB,40,0,3,430.1384,
g0009,WT,drugB,80,0,1,454.8388,
g0009,WT,drugB,80,0,2,406.7497,
g0009,WT,drugB,80,0,3,500.6774,
g0009,WT,DMSO,0,0,1,531.2119,
g0009,WT,DMSO,0,0,2,442.3063,
g0009,WT,DMSO,0,0,3,473.1335,
g0009,WT,drugA,1.25,2,1,423.3798,
g0009,WT,drugA,1.25,2,2,400.3216,
g0009,WT,drugA,1.25,2,3,476.5566,
g0009,WT,drugA,2.5,2,1,443.662,
g0009,WT,drugA,2.5,2,2,441.7451,
g0009,WT,drugA,2.5,2,3,462.3143,
g0009,WT,drugA,5,2,1,474.7397,
g0009,WT,drugA,5,2,2,519.162,
g0009,WT,drugA,5,2,3,492.6474,
g0009,WT,drugA,10,2,1,541.5179,
g0009,WT,drugA,10,2,2,486.1374,
g0009,WT,drugA,10,2,3,607.344,
g0009,WT,drugA,20,2,1,560.0911,
g0009,WT,drugA,20,2,2,393.3426,
g0009,WT,drugA,20,2,3,452.7018,
g0009,WT,drugA,40,2,1,420.3518,
g0009,WT,drugA,40,2,2,508.6324,
g0009,WT,drugA,40,2,3,556.0744,
g0009,WT,drugA,80,2,1,599.9153,
g0009,WT,drugA,80,2,2,479.5851,
g0009,WT,drugA,80,2,3,589.0917,
g0009,WT,drugB,1.25,2,1,424.08,
g0009,WT,drugB,1.25,2,2,484.8236,
g0009,WT,drugB,1.25,2,3,440.9249,
g0009,WT,drugB,2.5,2,1,430.2807,
g0009,WT,drugB,2.5,2,2,485.9818,
g0009,WT,drugB,2.5,2,3,436.0719,
g0009,WT,drugB,5,2,1,461.7218,
g0009,WT,drugB,5,2,2,422.8908,
g0009,WT,drugB,5,2,3,485.6297,
g0009,WT,drugB,10,2,1,437.6769,
g0009,WT,drugB,10,2,2,405.9439,
g0009,WT,drugB,10,2,3,382.3348,
g0009,WT,drugB,20,2,1,460.5932,
g0009,WT,drugB,20,2,2,438.7807,
g0009,WT,drugB,20,2,3,481.9771,
g0009,WT,drugB,40,2,1,476.3598,
g0009,WT,drugB,40,2,2,501.1126,
g0009,WT,drugB,80,2,1,517.6742,
g0009,WT,drugB,80,2,2,512.9766,
g0009,WT,drugB,80,2,3,534.8752,
g0009,WT,DMSO,0,2,1,404.5198,
g0009,WT,DMSO,0,2,2,428.2061,
g0009,WT,DMSO,0,2,3,589.2263,
g0009,WT,drugA,1.25,4,1,442.5529,
g0009,WT,drugA,1.25,4,2,439.7239,
g0009,WT,drugA,1.25,4,3,409.0973,
g0009,WT,drugA,2.5,4,1,385.8139,
g0009,WT,drugA,2.5,4,2,541.689,
g0009,WT,drugA,2.5,4,3,445.6406,
g0009,WT,drugA,5,4,1,439.3166,
g0009,WT,drugA,5,4,2,504.2116,
g0009,WT,drugA,5,4,3,406.8824,
g0009,WT,drugA,10,4,1,425.9324,
g0009,WT,drugA,10,4,2,449.5628,
g0009,WT,drugA,10,4,3,466.4385,
g0009,WT,drugA,20,4,1,430.2098,
g0009,WT,drugA,20,4,2,505.0339,
g0009,WT,drugA,20,4,3,477.992,
g0009,WT,drugA,40,4,1,547.1955,
g0009,WT,drugA,40,4,2,496.2313,
g0009,WT,drugA,40,4,3,489.0876,
g0009,WT,drugA,80,4,1,517.9991,
g0009,WT,drugA,80,4,2,539.245,
g0009,WT,drugA,80,4,3,554.6663,
g0009,WT,drugB,1.25,4,1,415.8016,
g0009,WT,drugB,1.25,4,2,471.7184,
g0009,WT,drugB,1.25,4,3,507.1799,
g0009,WT,drugB,2.5,4,1,445.9835,
g0009,WT,drugB,2.5,4,2,418.2553,
g0009,WT,drugB,2.5,4,3,503.3173,
g0009,WT,drugB,5,4,1,455.6789,
g0009,WT,drugB,5,4,2,441.1013,
g0009,WT,drugB,5,4,3,452.2596,
g0009,WT,drugB,10,4,1,440.7407,
g0009,WT,drugB,10,4,2,438.741,
g0009,WT,drugB,10,4,3,455.6881,
g0009,WT,drugB,20,4,1,507.391,
g0009,WT,drugB,20,4,2,505.0339,
g0009,WT,drugB,20,4,3,454.5139,
g0009,WT,drugB,40,4,1,444.6725,
g0009,WT,drugB,40,4,2,436.8845,
g0009,WT,drugB,40,4,3,460.1598,
g0009,WT,drugB,80,4,1,492.1944,
g0009,WT,drugB,80,4,2,600.9572,
g0009,WT,drugB,80,4,3,572.0682,
g0009,WT,DMSO,0,4,1,429.2907,
g0009,WT,DMSO,0,4,2,431.1535,
g0009,WT,DMSO,0,4,3,500.2321,
g0009,WT,drugA,1.25,8,1,485.3618,
g0009,WT,drugA,1.25,8,2,511.9591,
g0009,WT,drugA,1.25,8,3,436.5449,
g0009,WT,drugA,2.5,8,1,465.2238,
g0009,WT,drugA,2.5,8,2,452.8062,
g0009,WT,drugA,2.5,8,3,473.4338,
g0009,WT,drugA,5,8,1,418.5997,
g0009,WT,drugA,5,8,2,442.5969,
g0009,WT,drugA,5,8,3,471.2992,
g0009,WT,drugA,10,8,1,472.3215,
g0009,WT,drugA,10,8,2,448.8788,
g0009,WT,drugA,10,8,3,533.0726,
g0009,WT,drugA,20,8,1,551.2959,
g0009,WT,drugA,20,8,2,632.6225,
g0009,WT,drugA,20,8,3,498.6009,
g0009,WT,drugA,40,8,2,587.5944,
g0009,WT,drugA,40,8,3,512.127,
g0009,WT,drugA,80,8,1,620.5346,
g0009,WT,drugA,80,8,2,570.2728,
g0009,WT,drugA,80,8,3,660.5797,
g0009,WT,drugB,1.25,8,1,504.8577,
g0009,WT,drugB,1.25,8,2,583.996,
g0009,WT,drugB,1.25,8,3,405.901,
g0009,WT,drugB,2.5,8,1,472.1565,
g0009,WT,drugB,2.5,8,2,452.8563,
g0009,WT,drugB,2.5,8,3,427.9631,
g0009,WT,drugB,5,8,1,463.5145,
g0009,WT,drugB,5,8,2,502.368,
g0009,WT,drugB,5,8,3,463.2554,
g0009,WT,drugB,10,8,1,457.0865,
g0009,WT,drugB,10,8,2,506.4352,
g0009,WT,drugB,10,8,3,508.4484,
g0009,WT,drugB,20,8,1,428.0715,
g0009,WT,drugB,20,8,2,585.7736,
g0009,WT,drugB,20,8,3,536.3199,
g0009,WT,drugB,40,8,1,583.8432,
g0009,WT,drugB,40,8,2,573.9569,
g0009,WT,drugB,40,8,3,510.3154,
g0009,WT,drugB,80,8,1,791.3571,
g0009,WT,drugB,80,8,2,763.1362,
g0009,WT,drugB,80,8,3,858.5286,
g0009,WT,DMSO,0,8,1,475.781,
g0009,WT,DMSO,0,8,2,445.3375,
g0009,WT,DMSO,0,8,3,383.5792,
g0009,WT,drugA,1.25,16,1,500.2408,
g0009,WT,drugA,1.25,16,2,413.1629,
g0009,WT,drugA,1.25,16,3,529.9802,
g0009,WT,drugA,2.5,16,1,476.9551,
g0009,WT,drugA,2.5,16,2,523.4305,
g0009,WT,drugA,2.5,16,3,506.4277,
g0009,WT,drugA,5,16,1,529.4222,
g0009,WT,drugA,5,16,2,430.3126,
g0009,WT,drugA,5,16,3,459.8261,
g0009,WT,drugA,10,16,1,484.2373,
g0009,WT,drugA,10,16,2,463.4132,
g0009,WT,drugA,10,16,3,470.1414,
g0009,WT,drugA,20,16,1,553.7195,
g0009,WT,drugA,20,16,3,559.4226,
g0009,WT,drugA,40,16,1,498.5164,
g0009,WT,drugA,40,16,2,625.9076,
g0009,WT,drugA,40,16,3,594.5919,
g0009,WT,drugA,80,16,1,827.8587,
g0009,WT,drugA,80,16,2,702.3921,
g0009,WT,drugA,80,16,3,745.6157,
g0009,WT,drugB,1.25,16,1,494.1581,
g0009,WT,drugB,1.25,16,2,448.3945,
g0009,WT,drugB,1.25,16,3,484.653,
g0009,WT,drugB,2.5,16,2,475.6968,
g0009,WT,drugB,2.5,16,3,492.6784,
g0009,WT,drugB,5,16,1,496.7289,
g0009,WT,drugB,5,16,2,463.5875,
g0009,WT,drugB,5,16,3,476.712,
g0009,WT,drugB,10,16,1,446.3126,
g0009,WT,drugB,10,16,2,484.4338,
g0009,WT,drugB,10,16,3,605.7109,
g0009,WT,drugB,20,16,1,502.6366,
g0009,WT,drugB,20,16,2,601.7848,
g0009,WT,drugB,20,16,3,610.1559,
g0009,WT,drugB,40,16,1,825.2094,
g0009,WT,drugB,40,16,2,686.5174,
g0009,WT,drugB,40,16,3,750.7725,
g0009,WT,drugB,80,16,1,1431.9053,
g0009,WT,drugB,80,16,2,1075.2931,
g0009,WT,drugB,80,16,3,1440.6522,
g0009,WT,DMSO,0,16,1,406.123,
g0009,WT,DMSO,0,16,2,440.7406,
g0009,WT,DMSO,0,16,3,365.7865,
g0009,WT,drugA,1.25,24,1,473.3118,
g0009,WT,drugA,1.25,24,2,403.5874,
g0009,WT,drugA,1.25,24,3,481.7247,
g0009,WT,drugA,2.5,24,1,460.8312,
g0009,WT,drugA,2.5,24,2,499.8081,
g0009,WT,drugA,2.5,24,3,431.9049,
g0009,WT,drugA,5,24,1,514.2936,
g0009,WT,drugA,5,24,2,411.1154,
g0009,WT,drugA,5,24,3,548.8954,
g0009,WT,drugA,10,24,1,449.2729,
g0009,WT,drugA,10,24,2,548.7437,
g0009,WT,drugA,10,24,3,538.1039,
g0009,WT,drugA,20,24,1,591.081,
g0009,WT,drugA,20,24,2,651.2065,
g0009,WT,drugA,20,24,3,546.3783,
g0009,WT,drugA,40,24,1,686.8755,
g0009,WT,drugA,40,24,2,866.295,
g0009,WT,drugA,40,24,3,757.0451,
g0009,WT,drugA,80,24,1,1270.0236,
g0009,WT,drugA,80,24,2,1110.2625,
g0009,WT,drugA,80,24,3,1238.5863,
g0009,WT,drugB,1.25,24,1,505.7333,
g0009,WT,drugB,1.25,24,2,462.9268,
g0009,WT,drugB,1.25,24,3,428.9846,
g0009,WT,drugB,2.5,24,1,512.8165,
g0009,WT,drugB,2.5,24,2,429.5919,
g0009,WT,drugB,2.5,24,3,351.7259,
g0009,WT,drugB,5,24,1,506.5795,
g0009,WT,drugB,5,24,2,406.2953,
g0009,WT,drugB,5,24,3,536.3372,
g0009,WT,drugB,10,24,1,474.8313,
g0009,WT,drugB,10,24,2,516.5705,
g0009,WT,drugB,10,24,3,552.1272,
g0009,WT,drugB,20,24,1,556.9912,
g0009,WT,drugB,20,24,2,592.0389,
g0009,WT,drugB,20,24,3,608.5752,
g0009,WT,drugB,40,24,1,851.2439,
g0009,WT,drugB,40,24,2,727.1032,
g0009,WT,drugB,40,24,3,1045.3724,
g0009,WT,drugB,80,24,1,1415.071,
g0009,WT,drugB,80,24,2,1915.099,
g0009,WT,drugB,80,24,3,1669.9318,
g0009,WT,DMSO,0,24,1,465.9921,
g0009,WT,DMSO,0,24,2,543.4776,
g0009,WT,DMSO,0,24,3,407.0404,
g0009,mutant,drugA,1.25,0,1,453.9791,
g0009,mutant,drugA,1.25,0,2,398.9848,
g0009,mutant,drugA,1.25,0,3,447.2971,
g0009,mutant,drugA,2.5,0,1,437.2244,
g0009,mutant,drugA,2.5,0,2,455.4963,
g0009,mutant,drugA,5,0,1,438.0174,
g0009,mutant,drugA,5,0,2,466.0357,
g0009,mutant,drugA,5,0,3,507.5241,
g0009,mutant,drugA,10,0,1,400.5824,
g0009,mutant,drugA,10,0,2,486.6903,
g0009,mutant,drugA,10,0,3,431.247,
g0009,mutant,drugA,20,0,1,461.6785,
g0009,mutant,drugA,20,0,2,501.6696,
g0009,mutant,drugA,20,0,3,556.7021,
g0009,mutant,drugA,40,0,1,459.2862,
g0009,mutant,drugA,40,0,2,509.8241,
g0009,mutant,drugA,40,0,3,437.3255,
g0009,mutant,drugA,80,0,1,507.7268,
g0009,mutant,drugA,80,0,2,489.1655,
g0009,mutant,drugA,80,0,3,367.9959,
g0009,mutant,drugB,1.25,0,1,466.1127,
g0009,mutant,drugB,1.25,0,2,452.5338,
g0009,mutant,drugB,1.25,0,3,489.2789,
g0009,mutant,drugB,2.5,0,1,411.9948,
g0009,mutant,drugB,2.5,0,2,449.2557,
g0009,mutant,drugB,2.5,0,3,479.7972,
g0009,mutant,drugB,5,0,1,451.7967,
g0009,mutant,drugB,5,0,2,420.0558,
g0009,mutant,drugB,5,0,3,390.905,
g0009,mutant,drugB,10,0,1,489.0361,
g0009,mutant,drugB,10,0,2,473.9229,
g0009,mutant,drugB,10,0,3,428.1495,
g0009,mutant,drugB,20,0,1,428.669,
g0009,mutant,drugB,20,0,2,410.6411,
g0009,mutant,drugB,20,0,3,419.4677,
g0009,mutant,drugB,40,0,1,448.2814,
g0009,mutant,drugB,40,0,2,446.344,
g0009,mutant,drugB,40,0,3,592.2603,
g0009,mutant,drugB,80,0,1,484.9513,
g0009,mutant,drugB,80,0,2,514.1443,
g0009,mutant,drugB,80,0,3,421.3938,
