UniProtID,well,value
P10095,A1,677.8451
P10095,A2,645.1979
P10095,A3,533.8682
P10095,A4,584.9502
P10095,A5,564.0209
P10095,A6,512.9672
P10095,B1,623.8742
P10095,B2,609.3567
P10095,B3,581.5104
P10095,B4,530.0203
P10095,B5,616.9911
P10095,B6,695.3457
P10095,C1,628.3459
P10095,C2,618.3994
P10095,C3,551.8544
P10095,C4,707.8263
P10095,C5,567.6173
P10095,C6,749.4850
P10095,D1,663.1337
P10095,D2,626.4441
P10095,D3,530.4137
P10095,D4,589.2254
P10095,D5,693.8254
P10095,D6,664.8343
P10095,E1,618.1716
P10095,E2,503.4741
P10095,E5,620.7521
P10095,E6,651.4417
P10095,F1,604.3530
P10095,F2,486.2413
P10095,F3,600.6819
P10095,F4,577.0225
P10095,F5,595.9303
P10095,F6,669.4750
P10095,G1,643.9469
P10095,G2,521.1700
P10095,G3,649.6333
P10095,G4,599.9014
P10095,G5,639.8946
P10095,G6,593.5630
P10095,H1,656.5126
P10095,H2,482.6134
P10095,H3,701.7000
P10095,H4,560.9917
P10095,H6,574.0457
P10096,A1,475.0438
P10096,A2,533.7806
P10096,A3,646.9149
P10096,A4,488.5553
P10096,A6,516.3616
P10096,B1,506.2689
P10096,B2,510.9276
P10096,B3,547.2683
P10096,B4,592.4592
P10096,B5,546.6745
P10096,B6,499.3485
P10096,C1,572.8666
P10096,C2,564.1746
P10096,C3,488.8723
P10096,C4,526.6918
P10096,C5,612.8677
P10096,C6,416.2324
P10096,D1,497.8028
P10096,D2,434.7685
P10096,D3,615.8425
P10096,D4,548.4917
P10096,D5,530.0211
P10096,D6,512.3043
P10096,E1,573.9778
P10096,E2,534.0197
P10096,E3,622.2580
P10096,E4,491.9364
P10096,E5,537.3705
P10096,E6,570.2083
P10096,F1,489.4812
P10096,F2,529.8110
P10096,F3,654.4417
P10096,F4,458.2810
P10096,F5,584.1642
P10096,F6,484.1396
P10096,G1,439.8992
P10096,G2,508.9007
P10096,G3,544.0560
P10096,G4,503.5492
P10096,G5,616.6871
P10096,G6,513.8941
P10096,H2,576.8603
P10096,H3,548.5439
P10096,H4,530.4913
P10096,H5,501.5112
P10096,H6,514.1910
P10097,A1,60.7918
P10097,A2,48.1415
P10097,A3,52.5752
P10097,A4,60.1658
P10097,A5,55.0960
P10097,A6,59.9754
P10097,B1,40.6295
P10097,B2,61.6251
P10097,B3,52.5414
P10097,B4,56.8910
P10097,B5,57.1102
P10097,B6,55.4335
P10097,C2,50.6974
P10097,C3,52.0073
P10097,C4,51.3220
P10097,C5,57.0833
P10097,C6,61.5612
P10097,D1,50.7070
P10097,D2,55.9726
P10097,D3,52.0943
P10097,D4,48.2937
P10097,D5,54.5672
P10097,D6,55.0716
P10097,E1,72.4402
P10097,E2,70.1816
P10097,E3,53.3291
P10097,E4,69.5740
P10097,E5,65.1422
P10097,E6,60.2238
P10097,F1,48.4901
P10097,F2,55.9950
P10097,F3,55.4236
P10097,F4,57.1065
P10097,F5,60.8415
P10097,F6,43.6138
P10097,G1,52.5987
P10097,G2,54.5739
P10097,G3,50.4313
P10097,G4,60.8602
P10097,G5,49.2361
P10097,G6,51.8779
P10097,H1,58.0544
P10097,H2,63.2614
P10097,H3,55.6885
P10097,H4,62.8142
P10097,H5,58.3349
P10097,H6,59.9664
P10098,A1,300.4854
P10098,A2,304.0700
P10098,A3,285.7097
P10098,A4,328.8010
P10098,A5,314.8268
P10098,A6,285.0612
P10098,B1,305.7883
P10098,B2,231.4561
P10098,B3,272.6090
P10098,B4,320.0421
P10098,B5,314.6534
P10098,B6,284.7498
P10098,C1,261.3273
P10098,C2,239.9773
P10098,C3,245.8693
P10098,C4,314.9324
P10098,C5,280.0593
P10098,C6,287.1884
P10098,D1,246.5191
P10098,D2,317.0841
P10098,D3,219.0653
P10098,D4,234.9627
P10098,D5,260.7529
P10098,D6,304.6606
P10098,E1,274.0815
P10098,E2,222.8209
P10098,E3,304.7742
P10098,E4,288.8842
P10098,E6,259.1225
P10098,F1,281.6017
P10098,F2,303.1333
P10098,F3,285.0016
P10098,F4,253.4959
P10098,F5,299.7985
P10098,F6,265.0563
P10098,G1,254.4334
P10098,G2,310.7096
P10098,G3,326.2000
P10098,G4,282.9167
P10098,G5,272.0257
P10098,G6,295.1362
P10098,H1,253.0854
P10098,H2,295.3812
P10098,H3,250.1740
P10098,H4,230.0296
P10098,H5,304.3855
P10098,H6,252.7246
P10099,A1,528.9173
P10099,A2,503.8871
P10099,A3,461.4861
P10099,A5,530.8363
P10099,A6,601.1673
P10099,B1,636.5713
P10099,B2,630.5032
P10099,B3,572.6872
P10099,B4,457.6978
P10099,B5,422.7278
P10099,B6,383.9757
P10099,C1,582.2012
P10099,C3,578.5796
P10099,C4,645.1632
P10099,C5,647.3203
P10099,C6,506.7909
P10099,D1,772.3599
P10099,D2,759.9747
P10099,D3,724.5044
P10099,D4,372.0700
P10099,D5,465.6160
P10099,D6,468.8851
P10099,E1,577.6890
P10099,E2,570.3707
P10099,E3,477.5096
P10099,E4,510.4356
P10099,E5,478.5902
P10099,E6,493.9320
P10099,F1,563.3185
P10099,F2,506.0835
P10099,F3,580.3141
P10099,F4,506.5104
P10099,F5,464.2743
P10099,F6,483.8187
P10099,G1,489.1954
P10099,G2,541.1074
P10099,G3,568.3763
P10099,G4,698.9377
P10099,G5,563.6379
P10099,G6,522.6020
P10099,H1,771.0466
P10099,H2,864.2383
P10099,H3,777.9624
P10099,H4,480.0881
P10099,H5,472.4085
P10099,H6,408.3435
P10100,A1,463.0645
P10100,A2,488.4563
P10100,A3,490.0049
P10100,A4,536.9585
P10100,A5,506.0541
P10100,A6,351.0511
P10100,B1,471.1407
P10100,B2,515.6430
P10100,B3,471.2649
P10100,B4,479.2631
P10100,B5,568.4337
P10100,B6,459.1589
P10100,C1,522.0848
P10100,C2,420.0315
P10100,C3,555.2303
P10100,C4,466.6061
P10100,C5,515.6564
P10100,C6,429.0977
P10100,D1,427.6155
P10100,D2,483.7203
P10100,D3,431.6394
P10100,D4,555.4724
P10100,D5,514.0398
P10100,D6,450.5434
P10100,E1,473.5125
P10100,E2,502.8075
P10100,E3,498.6257
P10100,E4,453.9528
P10100,E5,474.3650
P10100,E6,529.0457
P10100,F1,465.1531
P10100,F2,416.5127
P10100,F4,516.1445
P10100,F5,421.0177
P10100,F6,582.1565
P10100,G1,438.6595
P10100,G2,416.9255
P10100,G3,518.2061
P10100,G4,490.1814
P10100,G5,461.6535
P10100,G6,520.0331
P10100,H1,445.3889
P10100,H3,419.1185
P10100,H4,517.0260
P10100,H5,466.5768
P10100,H6,491.7207
P10101,A1,291.6210
P10101,A2,297.4552
P10101,A3,233.5770
P10101,A4,225.6987
P10101,A5,252.5168
P10101,A6,258.4766
P10101,B1,317.1298
P10101,B2,242.3037
P10101,B3,285.2430
P10101,B4,254.9985
P10101,B5,249.4266
P10101,B6,274.1227
P10101,C1,220.0710
P10101,C2,269.7757
P10101,C3,281.2106
P10101,C4,227.4555
P10101,C5,234.4012
P10101,C6,281.3566
P10101,D1,259.2076
P10101,D2,289.4959
P10101,D3,248.2092
P10101,D4,297.5770
P10101,D5,271.2075
P10101,D6,336.0918
P10101,E1,258.4110
P10101,E2,312.4376
P10101,E3,304.3689
P10101,E4,265.9454
P10101,E5,306.1235
P10101,E6,302.9100
P10101,F1,290.1074
P10101,F2,280.8020
P10101,F3,215.9522
P10101,F4,248.8206
P10101,F5,297.5264
P10101,F6,272.2442
P10101,G1,298.6056
P10101,G2,231.6691
P10101,G3,269.2602
P10101,G4,249.0531
P10101,G5,242.2381
P10101,G6,309.3894
P10101,H1,270.3848
P10101,H2,310.7785
P10101,H3,282.8912
P10101,H4,290.0228
P10101,H5,336.0593
P10101,H6,252.9394
P10102,A1,527.0513
P10102,A2,586.2551
P10102,A3,483.9405
P10102,A4,477.4023
P10102,A5,547.0524
P10102,A6,404.2499
P10102,B1,472.0274
P10102,B2,533.4651
P10102,B3,546.6661
P10102,B4,678.6080
P10102,B5,480.2450
P10102,B6,493.5397
P10102,C2,554.0830
P10102,C3,503.6292
P10102,C4,531.5729
P10102,C5,493.5994
P10102,C6,522.0646
P10102,D1,506.7212
P10102,D2,496.8428
P10102,D3,511.9146
P10102,D4,454.1751
P10102,D5,537.5098
P10102,D6,593.2715
P10102,E1,542.6431
P10102,E2,493.6941
P10102,E3,561.9224
P10102,E4,593.6177
P10102,E5,469.6001
P10102,E6,594.1775
P10102,F1,477.2415
P10102,F2,593.2077
P10102,F3,446.6160
P10102,F4,630.6762
P10102,F5,581.0824
P10102,F6,623.6193
P10102,G1,490.3302
P10102,G2,591.6455
P10102,G3,556.7732
P10102,G4,505.1345
P10102,G5,575.9993
P10102,G6,583.3361
P10102,H1,539.7837
P10102,H2,520.9351
P10102,H3,448.2223
P10102,H5,494.2000
P10102,H6,484.5392
P10103,A1,450.8186
P10103,A2,383.6461
P10103,A3,344.4355
P10103,A4,408.3134
P10103,A5,315.9016
P10103,A6,391.2135
P10103,B1,422.6914
P10103,B2,373.4558
P10103,B3,318.1626
P10103,B4,354.8258
P10103,B5,358.2438
P10103,B6,310.8697
P10103,C1,367.8478
P10103,C2,360.5290
P10103,C3,335.1002
P10103,C4,377.7799
P10103,C5,426.4281
P10103,C6,354.5376
P10103,D1,408.2778
P10103,D2,391.2173
P10103,D3,341.7455
P10103,D4,364.5382
P10103,D5,340.3478
P10103,D6,334.9514
P10103,E1,354.4232
P10103,E2,399.3820
P10103,E3,406.8736
P10103,E4,374.0195
P10103,E5,384.7325
P10103,E6,329.1530
P10103,F1,382.9666
P10103,F2,379.3008
P10103,F3,415.9331
P10103,F4,332.1161
P10103,F5,491.3757
P10103,F6,412.2300
P10103,G1,382.8790
P10103,G2,404.0245
P10103,G3,385.7124
P10103,G4,392.6202
P10103,G5,321.4246
P10103,G6,431.8797
P10103,H1,426.7397
P10103,H2,420.7169
P10103,H3,433.1622
P10103,H4,465.8106
P10103,H5,385.6156
P10103,H6,394.8374
P10104,A1,2596.5088
P10104,A2,2325.4174
P10104,A3,2637.6911
P10104,A4,2046.0992
P10104,A5,2234.9790
P10104,A6,2501.0255
P10104,B1,2227.5856
P10104,B2,2034.8311
P10104,B3,2467.7439
P10104,B4,1843.1803
P10104,B5,1978.7873
P10104,B6,2215.2794
P10104,C1,2304.8815
P10104,C2,2250.9550
P10104,C3,1917.2769
P10104,C4,2301.0513
P10104,C5,1967.2603
P10104,C6,2179.0187
P10104,D1,1775.3545
P10104,D2,2349.7219
P10104,D3,1917.0730
P10104,D4,1989.5036
P10104,D5,2462.3577
P10104,D6,2255.4344
P10104,E1,2445.5974
P10104,E2,2594.1023
P10104,E3,1885.6278
P10104,E4,2207.4983
P10104,E5,2128.0198
P10104,E6,2053.5150
P10104,F1,2198.3211
P10104,F2,2437.7689
P10104,F3,2278.6026
P10104,F4,2132.8195
P10104,F5,2212.9711
P10104,F6,2044.4422
P10104,G1,2283.5563
P10104,G3,2560.2094
P10104,G4,1964.7844
P10104,G5,2198.5946
P10104,G6,1773.1987
P10104,H1,2286.7656
P10104,H2,2364.1707
P10104,H3,1949.3567
P10104,H4,2385.9156
P10104,H5,2171.2313
P10104,H6,2117.8280
P10105,A1,454.7413
P10105,A2,466.1818
P10105,A3,427.0599
P10105,A4,559.4130
P10105,A5,513.9315
P10105,A6,404.8619
P10105,B1,579.0347
P10105,B2,484.0147
P10105,B3,440.2901
P10105,B4,471.1652
P10105,B5,436.0608
P10105,B6,512.9588
P10105,C1,662.4461
P10105,C2,529.7187
P10105,C3,466.7257
P10105,C4,526.1488
P10105,C5,468.7267
P10105,C6,635.4998
P10105,D1,548.9519
P10105,D2,510.5341
P10105,D3,458.4556
P10105,D4,458.2354
P10105,D5,568.6784
P10105,D6,457.8069
P10105,E1,487.3706
P10105,E2,464.2423
P10105,E3,582.2719
P10105,E4,498.1304
P10105,E5,511.7030
P10105,E6,548.7709
P10105,F1,474.5469
P10105,F2,457.0031
P10105,F3,505.1180
P10105,F4,459.0478
P10105,F5,470.3898
P10105,F6,437.4199
P10105,G1,493.0710
P10105,G2,686.2403
P10105,G3,550.0645
P10105,G4,409.4776
P10105,G5,498.4108
P10105,G6,533.7989
P10105,H1,470.9135
P10105,H2,638.8009
P10105,H3,523.8354
P10105,H4,515.9044
P10105,H5,474.8455
P10105,H6,504.2396
P10106,A1,145.5352
P10106,A2,139.4737
P10106,A3,152.5851
P10106,A4,161.6851
P10106,A5,170.7719
P10106,A6,134.0744
P10106,B1,182.3555
P10106,B2,231.6786
P10106,B3,197.1781
P10106,B4,119.4774
P10106,B5,142.9924
P10106,B6,139.3395
P10106,C1,147.6231
P10106,C2,147.8292
P10106,C3,172.6425
P10106,C4,152.0318
P10106,C5,183.0547
P10106,C6,227.5228
P10106,D1,254.1842
P10106,D2,223.9420
P10106,D3,238.8640
P10106,D4,148.1976
P10106,D5,144.7069
P10106,D6,123.2085
P10106,E1,141.1338
P10106,E2,123.0000
P10106,E3,169.7279
P10106,E4,181.6409
P10106,E5,157.7842
P10106,E6,147.4435
P10106,F1,206.3985
P10106,F2,167.9993
P10106,F3,178.3941
P10106,F4,127.0560
P10106,F5,140.6032
P10106,F6,162.5181
P10106,G1,143.2424
P10106,G2,162.6277
P10106,G3,168.3780
P10106,G4,147.6453
P10106,G5,194.2239
P10106,G6,191.1501
P10106,H1,237.9685
P10106,H2,306.9023
P10106,H3,265.0567
P10106,H4,135.3890
P10106,H5,147.0023
P10106,H6,127.8667
P10107,A1,1038.1854
P10107,A2,1104.2836
P10107,A3,1156.5796
P10107,A4,1004.3989
P10107,A5,978.2648
P10107,A6,1043.7229
P10107,B1,1263.7759
P10107,B2,949.6673
P10107,B3,885.8271
P10107,B4,926.4902
P10107,B5,1212.5563
P10107,B6,1104.9150
P10107,C1,1153.0662
P10107,C2,1119.2106
P10107,C3,1088.0321
P10107,C4,933.6138
P10107,C5,1201.2674
P10107,C6,1231.9058
P10107,D1,1289.6160
P10107,D2,1159.5295
P10107,D3,1177.6828
P10107,D4,1029.7923
P10107,D5,1004.6481
P10107,D6,1350.2225
P10107,E1,908.8015
P10107,E2,1114.3848
P10107,E3,1055.2944
P10107,E4,1099.1377
P10107,E5,1309.4231
P10107,E6,1000.7496
P10107,F1,983.4689
P10107,F2,1133.7203
P10107,F3,1206.4276
P10107,F4,1005.7472
P10107,F5,1022.4533
P10107,F6,1244.5430
P10107,G1,1051.4313
P10107,G2,1165.2390
P10107,G3,1012.6948
P10107,G4,1022.4713
P10107,G5,1208.5085
P10107,G6,1246.6134
P10107,H1,1167.5999
P10107,H2,1076.4720
P10107,H4,1209.7885
P10107,H5,1237.6601
P10107,H6,979.2641
P10108,A1,1283.9966
P10108,A2,1485.1550
P10108,A3,1615.7366
P10108,A4,1323.6935
P10108,A5,1228.9379
P10108,A6,1277.7578
P10108,B1,1659.2617
P10108,B2,1671.8615
P10108,B3,1570.4592
P10108,B4,1267.8275
P10108,B5,1490.9736
P10108,B6,1411.9154
P10108,C1,1505.7923
P10108,C2,1414.1961
P10108,C3,1440.1463
P10108,C4,1196.4807
P10108,C5,1380.0211
P10108,C6,1339.9575
P10108,D1,1427.4284
P10108,D2,1470.4051
P10108,D3,1306.3402
P10108,D4,1276.1247
P10108,D5,1358.6136
P10108,D6,1397.9879
P10108,E1,1524.3617
P10108,E2,1304.4860
P10108,E3,1398.8616
P10108,E4,1239.0500
P10108,E5,1299.3251
P10108,E6,1370.0246
P10108,F1,1485.3252
P10108,F2,1280.7159
P10108,F3,1470.6911
P10108,F4,1311.7949
P10108,F5,1276.9750
P10108,F6,1307.5917
P10108,G1,1570.3122
P10108,G2,1250.6969
P10108,G3,1631.4719
P10108,G4,1228.1538
P10108,G5,1410.7414
P10108,G6,1298.3374
P10108,H1,1675.0287
P10108,H2,1177.4765
P10108,H3,1354.1498
P10108,H4,1356.3086
P10108,H5,1557.8744
P10108,H6,1333.7521
P10109,A1,52.3951
P10109,A2,50.2393
P10109,A3,48.2798
P10109,A4,42.7182
P10109,A5,51.9085
P10109,A6,49.5368
P10109,B1,50.7836
P10109,B2,44.0594
P10109,B3,52.5562
P10109,B4,51.3415
P10109,B5,48.0754
P10109,B6,52.9064
P10109,C1,53.2295
P10109,C2,51.4577
P10109,C3,44.6848
P10109,C4,65.4158
P10109,C5,52.6147
P10109,C6,49.2649
P10109,D1,53.1292
P10109,D2,49.4240
P10109,D3,51.8865
P10109,D4,44.5912
P10109,D5,45.8940
P10109,D6,52.8024
P10109,E1,48.9029
P10109,E2,58.2428
P10109,E3,54.1351
P10109,E4,54.1348
P10109,E5,50.5849
P10109,E6,44.1978
P10109,F1,60.6779
P10109,F2,52.6425
P10109,F3,59.0142
P10109,F4,55.9288
P10109,F5,56.3124
P10109,F6,71.9303
P10109,G1,54.4114
P10109,G2,43.5631
P10109,G3,45.4908
P10109,G4,53.7568
P10109,G5,50.4951
P10109,G6,51.3811
P10109,H1,56.1704
P10109,H2,45.0553
P10109,H3,56.6355
P10109,H4,53.7121
P10109,H5,45.4276
P10109,H6,53.4409
P10110,A1,143.6408
P10110,A2,161.5329
P10110,A3,143.2489
P10110,A4,136.0886
P10110,A5,149.5196
P10110,A6,162.0073
P10110,B1,142.2001
P10110,B2,153.3018
P10110,B3,131.1166
P10110,B4,149.0861
P10110,B5,139.3969
P10110,B6,151.0891
P10110,C1,153.5809
P10110,C2,154.5605
P10110,C3,159.7083
P10110,C4,139.4265
P10110,C5,140.3511
P10110,C6,152.9268
P10110,D1,152.1257
P10110,D2,144.2210
P10110,D3,158.1764
P10110,D4,171.3222
P10110,D5,144.7002
P10110,D6,167.3688
P10110,E1,166.4655
P10110,E2,136.5624
P10110,E3,159.1210
P10110,E4,153.5818
P10110,E5,185.7782
P10110,E6,159.9110
P10110,F1,145.6269
P10110,F2,172.2650
P10110,F3,151.4926
P10110,F4,146.3132
P10110,F5,135.6040
P10110,F6,149.0869
P10110,G1,148.7060
P10110,G2,156.1895
P10110,G3,145.4316
P10110,G4,167.3469
P10110,G5,162.1591
P10110,G6,151.8765
P10110,H1,148.5961
P10110,H2,154.0489
P10110,H3,134.7963
P10110,H4,170.6244
P10110,H5,149.1185
P10110,H6,131.5565
P10111,A1,242.7671
P10111,A2,239.8996
P10111,A3,228.0123
P10111,A4,230.6291
P10111,A5,197.6693
P10111,A6,252.3612
P10111,B1,188.3418
P10111,B2,216.4249
P10111,B3,276.2647
P10111,B4,226.5249
P10111,B5,221.0675
P10111,C1,192.4917
P10111,C2,243.4810
P10111,C3,255.7671
P10111,C4,232.9944
P10111,C5,220.0144
P10111,C6,218.7369
P10111,D1,251.7433
P10111,D2,232.1510
P10111,D3,256.2831
P10111,D4,211.1537
P10111,D5,197.3391
P10111,D6,238.6897
P10111,E1,254.3881
P10111,E2,254.0142
P10111,E3,242.6484
P10111,E4,277.4231
P10111,E5,255.7638
P10111,E6,222.8099
P10111,F1,233.5651
P10111,F2,234.5808
P10111,F3,243.6338
P10111,F4,232.9395
P10111,F5,214.5252
P10111,F6,228.8872
P10111,G1,241.4689
P10111,G2,264.2233
P10111,G3,261.9132
P10111,G4,242.8227
P10111,G5,235.8571
P10111,G6,261.2357
P10111,H1,228.5858
P10111,H2,196.9315
P10111,H3,256.4264
P10111,H4,254.0059
P10111,H5,201.8010
P10111,H6,214.2335
P10112,A1,728.8261
P10112,A2,641.9785
P10112,A3,650.3893
P10112,A4,501.0597
P10112,A5,592.8023
P10112,A6,622.2061
P10112,B1,332.8167
P10112,B2,315.8769
P10112,B3,326.9129
P10112,B4,655.7048
P10112,B5,821.3992
P10112,B6,924.0860
P10112,C1,590.6740
P10112,C2,548.8945
P10112,C3,522.2356
P10112,C4,328.1836
P10112,C5,358.7613
P10112,C6,451.8426
P10112,D1,212.4394
P10112,D2,188.8366
P10112,D3,123.7667
P10112,D4,775.1708
P10112,D5,1025.9426
P10112,D6,941.3559
P10112,E1,699.2804
P10112,E2,660.8795
P10112,E3,643.3393
P10112,E4,542.6850
P10112,E5,559.0665
P10112,E6,525.2256
P10112,F1,445.1020
P10112,F2,419.1748
P10112,F3,394.2514
P10112,F4,848.0349
P10112,F5,791.7655
P10112,F6,811.7817
P10112,G1,447.2599
P10112,G2,650.8843
P10112,G3,520.7237
P10112,G4,393.5718
P10112,G5,315.7292
P10112,G6,365.2006
P10112,H1,147.7268
P10112,H2,133.2203
P10112,H3,162.5157
P10112,H4,964.9510
P10112,H5,810.0389
P10112,H6,860.6717
P10113,A1,1980.5004
P10113,A2,2081.9917
P10113,A3,1893.3208
P10113,A4,1541.8108
P10113,A5,1686.6185
P10113,A6,1512.2468
P10113,B1,1283.3725
P10113,B2,1357.6249
P10113,B3,1069.2862
P10113,B5,2000.3132
P10113,B6,2669.7266
P10113,C1,1865.3469
P10113,C2,1498.0425
P10113,C3,1674.0173
P10113,C4,1155.9026
P10113,C5,925.1315
P10113,C6,1223.3496
P10113,D1,583.1515
P10113,D2,571.5605
P10113,D3,638.8376
P10113,D4,2121.7427
P10113,D5,2203.6919
P10113,D6,2775.9829
P10113,E1,1757.8899
P10113,E2,1630.7711
P10113,E3,2014.0376
P10113,E4,1428.2882
P10113,E5,1569.3426
P10113,E6,1434.7364
P10113,F1,1184.0909
P10113,F2,1395.5992
P10113,F3,1290.6221
P10113,F4,2463.4886
P10113,F5,1999.1642
P10113,F6,2417.3502
P10113,G1,1816.6498
P10113,G2,1303.9514
P10113,G3,1932.0579
P10113,G4,1418.3509
P10113,G5,1167.9745
P10113,G6,1194.5696
P10113,H1,483.3513
P10113,H2,635.4842
P10113,H3,614.6719
P10113,H4,2325.7576
P10113,H5,1904.1244
P10113,H6,2227.7291
P10114,A1,405.2028
P10114,A2,433.6511
P10114,A3,461.2153
P10114,A4,463.4272
P10114,A5,479.9013
P10114,A6,536.6700
P10114,B1,547.9085
P10114,B2,442.8484
P10114,B3,437.5236
P10114,B4,437.9659
P10114,B5,404.0418
P10114,B6,363.9489
P10114,C1,418.3192
P10114,C2,436.1238
P10114,C3,393.3433
P10114,C4,550.1343
P10114,C5,415.3885
P10114,C6,600.8613
P10114,D1,478.9032
P10114,D2,445.7028
P10114,D3,483.0109
P10114,D4,432.1130
P10114,D5,515.0467
P10114,D6,467.5051
P10114,E1,415.7779
P10114,E3,392.9943
P10114,E4,435.6664
P10114,E5,458.4536
P10114,E6,448.3158
P10114,F1,436.9747
P10114,F2,468.2884
P10114,F3,511.1937
P10114,F4,427.8458
P10114,F5,531.4355
P10114,F6,451.0763
P10114,G1,543.6290
P10114,G2,527.4068
P10114,G3,497.6315
P10114,G4,415.5031
P10114,G5,456.8256
P10114,G6,460.3094
P10114,H1,462.1986
P10114,H2,553.3305
P10114,H3,445.5041
P10114,H4,438.0718
P10114,H5,445.8893
P10114,H6,387.7524
P10115,A1,1416.6986
P10115,A2,1241.6967
P10115,A3,1537.8503
P10115,A4,1309.6590
P10115,A5,1122.4168
P10115,A6,1256.5279
P10115,B1,1058.1581
P10115,B2,1093.4047
P10115,B3,929.6512
P10115,B4,1200.2803
P10115,B5,1314.4243
P10115,B6,1257.2209
P10115,C1,1033.3400
P10115,C2,1221.5825
P10115,C3,1058.9293
P10115,C4,988.1514
P10115,C5,874.3355
P10115,C6,1164.8042
P10115,D1,673.9419
P10115,D2,792.0555
P10115,D3,837.6589
P10115,D4,1555.6903
P10115,D5,1607.7131
P10115,D6,1158.3003
P10115,E1,1503.5937
P10115,E2,1250.8604
P10115,E3,1386.6496
P10115,E4,1062.6325
P10115,E5,1234.9491
P10115,E6,1191.0009
P10115,F1,1159.6516
P10115,F2,1122.0196
P10115,F3,1163.1484
P10115,F4,1176.3024
P10115,F5,1595.1038
P10115,F6,1446.7284
P10115,G1,1356.2476
P10115,G2,1265.9152
P10115,G3,1221.6720
P10115,G4,1000.6508
P10115,G5,833.7904
P10115,G6,970.8700
P10115,H1,778.5986
P10115,H2,750.3598
P10115,H3,822.8832
P10115,H4,1493.4946
P10115,H5,1210.6385
P10115,H6,1602.1289
P10116,A1,2266.1329
P10116,A2,2225.0722
P10116,A3,2025.5781
P10116,A4,1851.3030
P10116,A5,1835.2690
P10116,A6,1902.3283
P10116,B1,2351.9188
P10116,B2,1967.5545
P10116,B3,1985.1493
P10116,B4,2096.7929
P10116,B5,2077.0054
P10116,B6,1905.7952
P10116,C1,2576.3612
P10116,C2,1912.5775
P10116,C3,2031.3657
P10116,C4,1986.0355
P10116,C5,1964.0372
P10116,C6,2047.5509
P10116,D1,2100.5309
P10116,D2,1863.9420
P10116,D3,2243.9207
P10116,D4,1972.7269
P10116,D5,1722.9022
P10116,D6,1874.6854
P10116,E1,1916.9452
P10116,E2,1784.7249
P10116,E3,1927.7762
P10116,E4,1791.1803
P10116,E5,1960.8807
P10116,E6,1894.4168
P10116,F1,1670.0747
P10116,F2,1837.5707
P10116,F3,1999.7886
P10116,F4,2193.7661
P10116,F5,1794.1979
P10116,F6,2215.4693
P10116,G1,1721.9507
P10116,G2,2135.0694
P10116,G3,1757.9732
P10116,G4,2061.6272
P10116,G5,2323.4539
P10116,G6,1986.3938
P10116,H1,1926.3629
P10116,H2,1849.0867
P10116,H3,2409.1011
P10116,H4,2001.1871
P10116,H5,2219.7100
P10116,H6,2037.8271
P10117,A1,764.5448
P10117,A2,885.1893
P10117,A3,897.5088
P10117,A4,689.3564
P10117,A5,895.5793
P10117,A6,780.8582
P10117,B1,754.2928
P10117,B2,816.0837
P10117,B3,861.3160
P10117,B4,707.9511
P10117,B5,794.5419
P10117,B6,686.9265
P10117,C1,799.6579
P10117,C2,736.6296
P10117,C4,858.0841
P10117,C5,934.2564
P10117,C6,887.9866
P10117,D1,850.1639
P10117,D2,803.8371
P10117,D3,771.9490
P10117,D4,826.7724
P10117,D5,783.7448
P10117,D6,815.2514
P10117,E1,808.2647
P10117,E2,707.4165
P10117,E3,687.4824
P10117,E4,617.1714
P10117,E5,816.7209
P10117,E6,989.9952
P10117,F1,803.4797
P10117,F2,921.8594
P10117,F3,760.2119
P10117,F4,665.2497
P10117,F5,668.7285
P10117,F6,754.0064
P10117,G1,742.8404
P10117,G2,761.0571
P10117,G3,758.2808
P10117,G4,681.5732
P10117,G5,747.0741
P10117,G6,808.0398
P10117,H1,678.6992
P10117,H2,938.6059
P10117,H3,789.1082
P10117,H4,833.5785
P10117,H5,797.9657
P10117,H6,760.0748
P10118,A1,360.5015
P10118,A2,338.4665
P10118,A3,398.0388
P10118,A4,275.1458
P10118,A5,354.6874
P10118,A6,392.9018
P10118,B1,249.1994
P10118,B2,219.2007
P10118,B3,259.5782
P10118,B4,454.0630
P10118,B5,506.0063
P10118,B6,431.3367
P10118,C1,339.1709
P10118,C2,377.7330
P10118,C4,287.5563
P10118,C5,248.4984
P10118,C6,227.1344
P10118,D1,119.2654
P10118,D2,101.2055
P10118,D3,95.4207
P10118,D4,489.6689
P10118,D5,509.4194
P10118,D6,503.9231
P10118,E1,420.9238
P10118,E2,429.1159
P10118,E3,370.1333
P10118,E4,404.4084
P10118,E5,463.0599
P10118,E6,434.4719
P10118,F1,358.4274
P10118,F2,382.9833
P10118,F3,348.3398
P10118,F4,459.1641
P10118,F5,548.1086
P10118,F6,401.3816
P10118,G1,543.4996
P10118,G2,406.0131
P10118,G3,449.3903
P10118,G4,389.9017
P10118,G5,419.4133
P10118,G6,406.7665
P10118,H1,378.4471
P10118,H2,344.4079
P10118,H3,351.9280
P10118,H5,466.2352
P10119,A1,148.9279
P10119,A2,144.6216
P10119,A3,159.9554
P10119,A4,157.3331
P10119,A5,126.6442
P10119,A6,180.4182
P10119,B1,123.4013
P10119,B2,165.6121
P10119,B3,148.5931
P10119,B4,141.0090
P10119,B5,144.4106
P10119,B6,147.8973
P10119,C1,132.3819
P10119,C2,167.0195
